"Group","Family","Scientific Name","Common Name","Native Habitat","Exotic / Native Transplant","State","HUC","Name"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","GA","03060103","Upper Savannah"
"Fishes","Ictaluridae","Ictalurus furcatus","blue catfish","Freshwater","Native","GA","03060103","Upper Savannah"
"Fishes","Ictaluridae","Ictalurus punctatus","channel catfish","Freshwater","Native","GA","03060103","Upper Savannah"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03060103","Upper Savannah"
"Fishes","Moronidae","Morone americana x M. saxatilis","white perch x striped bass","Freshwater","Native Hybrid","GA","03060103","Upper Savannah"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03060103","Upper Savannah"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","GA","03060103","Upper Savannah"
"Fishes","Moronidae","Morone saxatilis","striped bass","Freshwater-Marine","Native","GA","03060103","Upper Savannah"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","GA","03060103","Upper Savannah"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","GA","03060103","Upper Savannah"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","GA","03060103","Upper Savannah"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03060103","Upper Savannah"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03060104","Broad"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03060104","Broad"
"Fishes","Centrarchidae","Lepomis gulosus","warmouth","Freshwater","Native","GA","03060104","Broad"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03060104","Broad"
"Fishes","Centrarchidae","Lepomis gulosus","warmouth","Freshwater","Native","GA","03060105","Little"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03060105","Little"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03060105","Little"
"Fishes","Percidae","Sander canadensis","sauger","Freshwater","Native","GA","03060105","Little"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03060106","Middle Savannah"
"Crustaceans-Copepods","Temoridae","Eurytemora affinis","a calanoid copepod","Freshwater-Marine","Native?","GA","03060106","Middle Savannah"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03060106","Middle Savannah"
"Fishes","Centrarchidae","Pomoxis annularis","white crappie","Freshwater","Native","GA","03060106","Middle Savannah"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","GA","03060106","Middle Savannah"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","GA","03060106","Middle Savannah"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03060106","Middle Savannah"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03060106","Middle Savannah"
"Fishes","Cyprinidae","Tanichthys albonubes","white cloud mountain minnow","Freshwater","Exotic","GA","03060106","Middle Savannah"
"Fishes","Cyprinidae","Tinca tinca","tench","Freshwater","Exotic","GA","03060106","Middle Savannah"
"Fishes","Ictaluridae","Ictalurus furcatus","blue catfish","Freshwater","Native","GA","03060106","Middle Savannah"
"Fishes","Ictaluridae","Ictalurus punctatus","channel catfish","Freshwater","Native","GA","03060106","Middle Savannah"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03060106","Middle Savannah"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","GA","03060106","Middle Savannah"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","GA","03060106","Middle Savannah"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","GA","03060106","Middle Savannah"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","GA","03060106","Middle Savannah"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03060106","Middle Savannah"
"Mollusks-Gastropods","Ampullariidae","Pomacea maculata","giant applesnail","Freshwater","Exotic","GA","03060106","Middle Savannah"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03060108","Brier"
"Crustaceans-Shrimp","Penaeidae","Penaeus monodon","Asian tiger shrimp","Marine","Exotic","GA","03060109","Lower Savannah"
"Fishes","Centrarchidae","Lepomis gibbosus","pumpkinseed","Freshwater","Native","GA","03060109","Lower Savannah"
"Fishes","Characidae","Piaractus brachypomus","pirapatinga, red-bellied pacu","Freshwater","Exotic","GA","03060109","Lower Savannah"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","GA","03060109","Lower Savannah"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03060109","Lower Savannah"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","GA","03060109","Lower Savannah"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","GA","03060109","Lower Savannah"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03060109","Lower Savannah"
"Fishes","Centrarchidae","Lepomis gulosus","warmouth","Freshwater","Native","GA","03060201","Upper Ogeechee"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","GA","03060201","Upper Ogeechee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03060201","Upper Ogeechee"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03060202","Lower Ogeechee"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03060202","Lower Ogeechee"
"Crustaceans-Crayfish","Cambaridae","Procambarus seminolae","Seminole crayfish","Freshwater","Native","GA","03060203","Canoochee"
"Fishes","Centrarchidae","Lepomis gulosus","warmouth","Freshwater","Native","GA","03060203","Canoochee"
"Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","Freshwater","Exotic","GA","03060204","Ogeechee Coastal"
"Amphibians-Frogs","Hylidae","Osteopilus septentrionalis","Cuban Treefrog","Freshwater","Exotic","GA","03060204","Ogeechee Coastal"
"Crustaceans-Shrimp","Penaeidae","Penaeus monodon","Asian tiger shrimp","Marine","Exotic","GA","03060204","Ogeechee Coastal"
"Fishes","Cichlidae","Oreochromis aureus","blue tilapia","Freshwater","Exotic","GA","03060204","Ogeechee Coastal"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","GA","03060204","Ogeechee Coastal"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03060204","Ogeechee Coastal"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03070101","Upper Oconee"
"Crustaceans-Crayfish","Cambaridae","Orconectes juvenilis","Kentucky River crayfish","Freshwater","Native","GA","03070101","Upper Oconee"
"Crustaceans-Crayfish","Cambaridae","Procambarus clarkii","red swamp crayfish","Freshwater","Native","GA","03070101","Upper Oconee"
"Crustaceans-Crayfish","Cambaridae","Procambarus hayi","straightedge crayfish","Freshwater","Native","GA","03070101","Upper Oconee"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03070101","Upper Oconee"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","GA","03070101","Upper Oconee"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03070101","Upper Oconee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03070101","Upper Oconee"
"Fishes","Cyprinidae","Luxilus zonistius","bandfin shiner","Freshwater","Native","GA","03070101","Upper Oconee"
"Fishes","Cyprinidae","Tinca tinca","tench","Freshwater","Exotic","GA","03070101","Upper Oconee"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","GA","03070101","Upper Oconee"
"Fishes","Ictaluridae","Ictalurus furcatus","blue catfish","Freshwater","Native","GA","03070101","Upper Oconee"
"Fishes","Ictaluridae","Ictalurus punctatus","channel catfish","Freshwater","Native","GA","03070101","Upper Oconee"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03070101","Upper Oconee"
"Fishes","Moronidae","Morone saxatilis","striped bass","Freshwater-Marine","Native","GA","03070101","Upper Oconee"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","GA","03070101","Upper Oconee"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03070102","Lower Oconee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03070102","Lower Oconee"
"Fishes","Cyprinidae","Tinca tinca","tench","Freshwater","Exotic","GA","03070102","Lower Oconee"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03070102","Lower Oconee"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","GA","03070102","Lower Oconee"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03070103","Upper Ocmulgee"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Centrarchidae","Lepomis megalotis","longear sunfish","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Centrarchidae","Micropterus cataractae","shoal bass","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Characidae","Colossoma or Piaractus sp.","unidentified pacu","Freshwater","Exotic","GA","03070103","Upper Ocmulgee"
"Fishes","Characidae","Piaractus brachypomus","pirapatinga, red-bellied pacu","Freshwater","Exotic","GA","03070103","Upper Ocmulgee"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03070103","Upper Ocmulgee"
"Fishes","Cyprinidae","Cyprinella lutrensis","red shiner","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Cyprinidae","Cyprinella venusta cercostigma","eastern blacktail shiner","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03070103","Upper Ocmulgee"
"Fishes","Cyprinidae","Leuciscus idus","ide","Freshwater","Exotic","GA","03070103","Upper Ocmulgee"
"Fishes","Cyprinidae","Lythrurus atrapiculus","blacktip shiner","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Cyprinidae","Notropis buccatus","silverjaw minnow","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Cyprinidae","Notropis longirostris","longnose shiner","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Cyprinidae","Notropis texanus","weed shiner","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Ictaluridae","Ictalurus punctatus","channel catfish","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Moronidae","Morone saxatilis","striped bass","Freshwater-Marine","Native","GA","03070103","Upper Ocmulgee"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","GA","03070103","Upper Ocmulgee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03070103","Upper Ocmulgee"
"Fishes","Centrarchidae","Lepomis gulosus","warmouth","Freshwater","Native","GA","03070104","Lower Ocmulgee"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","GA","03070104","Lower Ocmulgee"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03070104","Lower Ocmulgee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03070104","Lower Ocmulgee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03070104","Lower Ocmulgee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03070105","Little Ocmulgee"
"Crustaceans-Shrimp","Penaeidae","Penaeus monodon","Asian tiger shrimp","Marine","Exotic","GA","03070106","Altamaha"
"Fishes","Characidae","Colossoma or Piaractus sp.","unidentified pacu","Freshwater","Exotic","GA","03070106","Altamaha"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","GA","03070106","Altamaha"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03070106","Altamaha"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03070106","Altamaha"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","GA","03070106","Altamaha"
"Fishes","Ictaluridae","Ictalurus furcatus","blue catfish","Freshwater","Native","GA","03070106","Altamaha"
"Fishes","Ictaluridae","Ictalurus punctatus","channel catfish","Freshwater","Native","GA","03070106","Altamaha"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03070106","Altamaha"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03070106","Altamaha"
"Fishes","Centrarchidae","Lepomis gulosus","warmouth","Freshwater","Native","GA","03070107","Ohoopee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03070201","Satilla"
"Fishes","Ictaluridae","Ictalurus furcatus","blue catfish","Freshwater","Native","GA","03070201","Satilla"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03070201","Satilla"
"Mollusks-Gastropods","Ampullariidae","Pomacea maculata","giant applesnail","Freshwater","Exotic","GA","03070201","Satilla"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03070202","Little Satilla"
"Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","Freshwater","Exotic","GA","03070203","Cumberland-St. Simons"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03070203","Cumberland-St. Simons"
"Crustaceans-Shrimp","Penaeidae","Penaeus monodon","Asian tiger shrimp","Marine","Exotic","GA","03070203","Cumberland-St. Simons"
"Fishes","Cichlidae","Oreochromis aureus","blue tilapia","Freshwater","Exotic","GA","03070203","Cumberland-St. Simons"
"Fishes","Cichlidae","Oreochromis mossambicus","Mozambique tilapia","Freshwater-Brackish","Exotic","GA","03070203","Cumberland-St. Simons"
"Fishes","Cichlidae","Oreochromis, Sarotherodon, Tilapia sp.","tilapia","Freshwater","Exotic","GA","03070203","Cumberland-St. Simons"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","GA","03070203","Cumberland-St. Simons"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03070203","Cumberland-St. Simons"
"Mollusks-Gastropods","Ampullariidae","Pomacea maculata","giant applesnail","Freshwater","Exotic","GA","03070203","Cumberland-St. Simons"
"Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","Freshwater","Exotic","GA","03070204","St. Marys"
"Crustaceans-Crayfish","Cambaridae","Procambarus acutus acutus","white river crawfish","Freshwater","Native","GA","03070204","St. Marys"
"Fishes","Callichthyidae","Hoplosternum littorale","brown hoplo","Freshwater","Exotic","GA","03070204","St. Marys"
"Fishes","Centrarchidae","Lepomis megalotis","longear sunfish","Freshwater","Native","GA","03070204","St. Marys"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03070204","St. Marys"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","GA","03070204","St. Marys"
"Mollusks-Gastropods","Ampullariidae","Pomacea maculata","giant applesnail","Freshwater","Exotic","GA","03070204","St. Marys"
"Reptiles-Turtles","Emydidae","Trachemys scripta elegans","Red-eared Slider","Freshwater","Native","GA","03070204","St. Marys"
"Fishes","Clupeidae","Alosa sapidissima","American shad","Freshwater-Marine","Native","GA","03110103","Aucilla"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","GA","03110103","Aucilla"
"Fishes","Ictaluridae","Ictalurus furcatus","blue catfish","Freshwater","Native","GA","03110103","Aucilla"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03110103","Aucilla"
"Mammals","Capromyidae","Myocastor coypus","nutria","Freshwater","Exotic","GA","03110103","Aucilla"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03110103","Aucilla"
"Fishes","Clupeidae","Alosa sapidissima","American shad","Freshwater-Marine","Native","GA","03110201","Upper Suwannee"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03110201","Upper Suwannee"
"Mammals","Capromyidae","Myocastor coypus","nutria","Freshwater","Exotic","GA","03110201","Upper Suwannee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03110201","Upper Suwannee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03110202","Alapaha"
"Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","Freshwater","Exotic","GA","03110203","Withlacoochee"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03110203","Withlacoochee"
"Fishes","Characidae","Piaractus brachypomus","pirapatinga, red-bellied pacu","Freshwater","Exotic","GA","03110203","Withlacoochee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03110203","Withlacoochee"
"Mollusks-Gastropods","Ampullariidae","Pomacea maculata","giant applesnail","Freshwater","Exotic","GA","03110203","Withlacoochee"
"Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","Freshwater","Exotic","GA","03120001","Apalachee Bay-St. Marks"
"Fishes","Characidae","Colossoma macropomum","tambaqui","Freshwater","Exotic","GA","03120001","Apalachee Bay-St. Marks"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03120001","Apalachee Bay-St. Marks"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03120001","Apalachee Bay-St. Marks"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","GA","03120001","Apalachee Bay-St. Marks"
"Mollusks-Gastropods","Ampullariidae","Pomacea maculata","giant applesnail","Freshwater","Exotic","GA","03120001","Apalachee Bay-St. Marks"
"Mollusks-Gastropods","Ampullariidae","Pomacea paludosa","Florida applesnail","Freshwater","Native","GA","03120001","Apalachee Bay-St. Marks"
"Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","Freshwater","Exotic","GA","03120002","Upper Ochlockonee"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03120002","Upper Ochlockonee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03120002","Upper Ochlockonee"
"Mollusks-Gastropods","Ampullariidae","Pomacea maculata","giant applesnail","Freshwater","Exotic","GA","03120002","Upper Ochlockonee"
"Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","Freshwater","Exotic","GA","03120003","Lower Ochlockonee"
"Amphibians-Frogs","Hylidae","Osteopilus septentrionalis","Cuban Treefrog","Freshwater","Exotic","GA","03120003","Lower Ochlockonee"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03120003","Lower Ochlockonee"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03120003","Lower Ochlockonee"
"Fishes","Clupeidae","Alosa sapidissima","American shad","Freshwater-Marine","Native","GA","03120003","Lower Ochlockonee"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","GA","03120003","Lower Ochlockonee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03120003","Lower Ochlockonee"
"Fishes","Cyprinidae","Hybopsis cf. winchelli","undescribed clear chub","Freshwater","Native","GA","03120003","Lower Ochlockonee"
"Fishes","Cyprinidae","Notemigonus crysoleucas","golden shiner","Freshwater","Native","GA","03120003","Lower Ochlockonee"
"Fishes","Cyprinidae","Notropis harperi","redeye chub","Freshwater","Native","GA","03120003","Lower Ochlockonee"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","GA","03120003","Lower Ochlockonee"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03120003","Lower Ochlockonee"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03120003","Lower Ochlockonee"
"Fishes","Moronidae","Morone saxatilis","striped bass","Freshwater-Marine","Native","GA","03120003","Lower Ochlockonee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03120003","Lower Ochlockonee"
"Mollusks-Gastropods","Ampullariidae","Pomacea maculata","giant applesnail","Freshwater","Exotic","GA","03120003","Lower Ochlockonee"
"Reptiles-Turtles","Emydidae","Graptemys barbouri","Barbour's Map Turtle","Freshwater","Native","GA","03120003","Lower Ochlockonee"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03130001","Upper Chattahoochee"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Centrarchidae","Micropterus punctulatus","spotted bass","Freshwater","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Characidae","Colossoma or Piaractus sp.","unidentified pacu","Freshwater","Exotic","GA","03130001","Upper Chattahoochee"
"Fishes","Characidae","Piaractus brachypomus","pirapatinga, red-bellied pacu","Freshwater","Exotic","GA","03130001","Upper Chattahoochee"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","GA","03130001","Upper Chattahoochee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03130001","Upper Chattahoochee"
"Fishes","Cyprinidae","Notropis leuciodus","Tennessee shiner","Freshwater","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Cyprinidae","Notropis lutipinnis","yellowfin shiner","Freshwater","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Cyprinidae","Notropis xaenocephalus","Coosa shiner","Freshwater","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Ictaluridae","Ameiurus platycephalus","flat bullhead","Freshwater","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Moronidae","Morone saxatilis","striped bass","Freshwater-Marine","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Osmeridae","Osmerus mordax","rainbow smelt","Freshwater-Marine","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","GA","03130001","Upper Chattahoochee"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","GA","03130001","Upper Chattahoochee"
"Fishes","Synbranchidae","Monopterus albus","Asian swamp eel","Freshwater","Exotic","GA","03130001","Upper Chattahoochee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130001","Upper Chattahoochee"
"Mollusks-Gastropods","Viviparidae","Cipangopaludina chinensis malleata","Chinese mysterysnail","Freshwater","Exotic","GA","03130001","Upper Chattahoochee"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03130002","Middle Chattahoochee-Lake Harding"
"Crustaceans-Copepods","Lernaeidae","Lernaea cyprinacea","anchor worm","Freshwater","Exotic","GA","03130002","Middle Chattahoochee-Lake Harding"
"Crustaceans-Crayfish","Cambaridae","Cambarellus shufeldtii","Cajun dwarf crayfish","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Crustaceans-Crayfish","Cambaridae","Faxonella clypeata","ditch fencing crayfish","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Centrarchidae","Micropterus punctulatus","spotted bass","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Characidae","Colossoma or Piaractus sp.","unidentified pacu","Freshwater","Exotic","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Cichlidae","Astronotus ocellatus","oscar","Freshwater","Exotic","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Cyprinidae","Cyprinella lutrensis","red shiner","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Cyprinidae","Notropis baileyi","rough shiner","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Cyprinidae","Tinca tinca","tench","Freshwater","Exotic","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Ictaluridae","Ameiurus platycephalus","flat bullhead","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Ictaluridae","Ictalurus furcatus","blue catfish","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
