"Group","Family","Scientific Name","Common Name","Native Habitat","Exotic / Native Transplant","State","HUC","Name"
"Fishes","Loricariidae","Pterygoplichthys sp.","sailfin catfish","Freshwater","Exotic","TX","12110208","South Laguna Madre"
"Fishes","Paralichthyidae","Paralichthys lethostigma","southern flounder","Marine","Native","TX","12110208","South Laguna Madre"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","TX","12110208","South Laguna Madre"
"Fishes","Sciaenidae","Sciaenops ocellatus","red drum","Marine","Native","TX","12110208","South Laguna Madre"
"Mammals","Capromyidae","Myocastor coypus","nutria","Freshwater","Exotic","TX","12110208","South Laguna Madre"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","TX","12110208","South Laguna Madre"
"Mollusks-Gastropods","Thiaridae","Melanoides tuberculatus","red-rim melania","Freshwater","Exotic","TX","12110208","South Laguna Madre"
"Reptiles-Snakes","Colubridae","Nerodia fasciata pictiventris","Florida Watersnake","Freshwater","Native","TX","12110208","South Laguna Madre"
"Fishes","Centrarchidae","Lepomis megalotis","longear sunfish","Freshwater","Native","TX","13030102","El Paso-Las Cruces"
"Fishes","Centrarchidae","Pomoxis annularis","white crappie","Freshwater","Native","TX","13030102","El Paso-Las Cruces"
"Fishes","Characidae","Astyanax mexicanus","Mexican tetra","Freshwater","Native","TX","13030102","El Paso-Las Cruces"
"Fishes","Cyprinidae","Agosia chrysogaster","longfin dace","Freshwater","Native","TX","13030102","El Paso-Las Cruces"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","TX","13030102","El Paso-Las Cruces"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","TX","13030102","El Paso-Las Cruces"
"Fishes","Cyprinidae","Pimephales vigilax","bullhead minnow","Freshwater","Native","TX","13030102","El Paso-Las Cruces"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","TX","13030102","El Paso-Las Cruces"
"Fishes","Poeciliidae","Poecilia latipinna","sailfin molly","Freshwater","Native","TX","13030102","El Paso-Las Cruces"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","TX","13030102","El Paso-Las Cruces"
"Amphibians-Frogs","Ranidae","Lithobates catesbeianus","American Bullfrog","Freshwater","Native","TX","13040100","Rio Grande-Fort Quitman"
"Fishes","Characidae","Astyanax mexicanus","Mexican tetra","Freshwater","Native","TX","13040100","Rio Grande-Fort Quitman"
"Fishes","Cyprinidae","Cyprinella venusta","blacktail shiner","Freshwater","Native","TX","13040100","Rio Grande-Fort Quitman"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","TX","13040100","Rio Grande-Fort Quitman"
"Fishes","Cyprinidae","Pimephales vigilax","bullhead minnow","Freshwater","Native","TX","13040100","Rio Grande-Fort Quitman"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","TX","13040100","Rio Grande-Fort Quitman"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","TX","13040100","Rio Grande-Fort Quitman"
